,white_king_file,white_king_rank,white_rook_file,white_rook_rank,black_king_file,black_king_rank,result,black_king_dst,black2white_king_dst,black2rook_dst
24318,4,1,1,8,5,7,14,1,6,4
5583,3,3,1,4,8,2,8,0,5,7
21448,2,1,1,8,4,8,14,0,7,3
3683,4,3,1,2,4,1,5,0,2,3
25855,1,1,5,8,4,3,15,2,3,5
21544,2,1,2,7,8,4,14,0,6,6
10936,3,1,5,6,5,1,11,0,2,5
468,2,1,6,7,5,7,-1,1,6,1
25630,1,1,2,7,7,3,15,1,6,5
26479,2,1,7,2,3,5,15,2,4,4
1640,4,1,1,5,1,6,-1,0,5,1
17624,2,2,2,7,8,4,13,0,6,6
22448,2,2,5,6,6,4,14,2,4,2
23689,3,2,1,6,4,5,14,3,3,3
22741,3,1,1,6,3,4,14,2,3,2
24426,4,1,2,5,3,7,14,1,6,2
25481,4,2,7,7,4,6,14,2,4,3
19338,3,3,4,7,5,4,13,3,2,3
22376,2,2,4,2,7,7,14,1,5,5
26860,3,1,2,2,5,4,15,3,3,3
3301,4,2,5,4,2,1,4,0,2,3
1089,3,1,8,1,8,2,-1,0,5,1
4267,4,3,2,1,8,1,6,0,4,6
4036,4,1,3,5,7,1,6,0,3,4
6453,4,4,6,4,4,1,8,0,3,3
20882,4,3,3,3,4,7,13,1,4,4
8588,2,2,1,6,5,1,10,0,3,5
10519,2,1,3,7,7,8,11,0,7,4
8540,2,1,7,6,8,4,10,0,6,2
14137,3,1,8,3,2,8,12,0,7,6
2185,4,2,6,3,6,4,-1,2,2,1
15684,4,2,4,4,7,6,12,1,4,3
910,3,1,4,8,3,7,-1,1,6,1
5311,3,1,2,7,1,3,8,0,2,4
182,1,1,8,4,8,3,-1,0,7,1
17177,2,1,4,6,7,2,13,1,5,4
23190,3,1,5,5,5,2,14,1,2,3
4674,3,2,7,8,8,3,7,0,5,5
23290,3,1,6,4,3,8,14,0,7,4
11252,3,2,6,1,2,8,11,0,6,7
23897,3,2,6,1,4,5,14,3,3,4
27975,2,1,3,6,6,5,16,2,4,3
19707,4,1,5,2,4,7,13,1,6,5
6879,3,1,1,1,7,1,9,0,4,6
11816,4,1,6,2,2,2,11,1,2,4
17014,2,1,1,5,6,6,13,2,5,5
26057,2,1,2,3,4,5,15,3,4,2
10931,3,1,5,4,8,8,11,0,7,4
25757,1,1,4,7,8,7,15,0,7,4
8350,1,1,4,3,3,1,10,0,2,2
5883,4,2,4,5,8,3,8,0,4,4
15394,4,1,6,4,8,4,12,0,4,2
1299,3,2,5,7,6,6,-1,2,4,1
13106,4,4,7,6,7,3,11,1,3,3
5842,4,2,2,7,7,2,8,1,3,5
869,3,1,3,8,4,7,-1,1,6,1
16246,4,3,3,2,6,5,12,2,2,3
24111,3,3,7,7,6,5,14,2,3,2
18118,3,1,5,2,8,4,13,0,5,3
1099,3,1,8,3,8,2,-1,0,5,1
6914,3,1,2,6,1,4,9,0,3,2
13358,2,1,4,5,1,5,12,0,4,3
24342,4,1,2,1,5,8,14,0,7,7
8331,1,1,2,3,6,2,10,1,5,4
15297,4,1,4,8,2,5,12,1,4,3
17870,3,1,1,5,5,2,13,1,2,4
3837,4,3,7,6,1,1,5,0,3,6
23058,3,1,3,8,7,8,14,0,7,4
8899,3,2,3,6,2,4,10,1,2,2
5224,2,1,3,3,8,2,8,0,6,5
16250,4,3,3,2,7,4,12,1,3,4
10528,2,1,4,1,3,8,11,0,7,7
25920,1,1,8,1,4,3,15,2,3,4
6223,4,3,8,6,1,4,8,0,3,7
9592,4,2,6,2,7,7,10,1,5,5
9072,3,3,1,1,7,2,10,1,4,6
17382,2,1,6,5,6,1,13,0,4,4
1804,4,1,5,4,5,3,-1,2,2,1
7791,4,3,6,1,1,7,9,0,4,6
19877,4,1,7,8,1,6,13,0,5,6
5431,3,2,2,1,6,1,8,0,3,4
26126,2,1,2,8,4,4,15,3,3,4
17195,2,1,4,8,6,1,13,0,4,7
2125,4,2,4,6,5,6,-1,2,4,1
10451,2,1,1,5,8,2,11,0,6,7
20864,4,2,8,8,7,3,13,1,3,5
485,2,1,7,2,6,1,-1,0,4,1
23615,3,1,8,6,4,6,14,2,5,4
20385,4,2,4,7,5,4,13,3,2,3
2260,4,2,7,5,8,5,-1,0,4,1
23606,3,1,8,6,2,5,14,1,4,6
5520,3,2,4,4,7,3,8,1,4,3
27165,3,1,6,7,4,5,15,3,4,2
13264,1,1,8,4,4,3,12,2,3,4
20523,4,2,6,4,4,4,13,3,2,2
8789,3,1,6,6,7,1,10,0,4,5
20821,4,2,8,7,2,4,13,1,2,6
17110,2,1,3,7,8,3,13,0,6,5
10361,1,1,4,4,6,1,11,0,5,3
4460,4,4,4,8,2,1,6,0,3,7
20191,4,2,2,4,7,5,13,1,3,5
19564,4,1,3,1,8,3,13,0,4,5
17834,3,1,1,1,1,6,13,0,5,5
8089,4,4,3,8,7,1,9,0,3,7
7375,4,1,1,7,8,8,9,0,7,7
10945,3,1,5,7,6,1,11,0,3,6
4470,4,4,6,4,1,1,6,0,3,5
4852,4,3,1,1,3,1,7,0,2,2
10372,1,1,5,3,3,2,11,1,2,2
2286,4,2,8,2,7,1,-1,0,3,1
25346,4,2,3,7,5,4,14,3,2,3
5830,4,2,2,5,6,2,8,1,2,4
23307,3,1,6,5,4,3,14,2,2,2
2840,3,2,3,7,1,1,1,0,2,6
22224,2,2,1,6,6,4,14,2,4,5
13284,2,1,1,5,6,2,12,1,4,5
6517,4,4,7,4,2,2,8,1,2,5
26206,2,1,3,6,8,4,15,0,6,5
7546,4,3,1,1,1,7,9,0,4,6
22627,3,1,1,1,5,8,14,0,7,7
7007,3,2,1,4,1,8,9,0,6,4
10004,4,3,7,6,3,8,10,0,5,4
9705,4,3,1,3,2,8,10,0,5,5
11459,3,3,4,1,8,4,11,0,5,4
16521,4,3,7,3,4,6,12,2,3,3
12646,4,3,5,3,2,4,11,1,2,3
13364,2,1,4,6,1,3,12,0,2,3
20647,4,2,7,4,5,5,13,3,3,2
4372,4,3,6,3,1,2,6,0,3,5
24985,4,1,7,5,5,6,14,2,5,2
14649,3,2,7,1,1,4,12,0,2,6
3506,4,1,5,4,1,1,5,0,3,4
10898,3,1,4,4,3,7,11,1,6,3
18173,3,1,5,6,8,3,13,0,5,3
14939,3,3,4,1,7,4,12,1,4,3
21322,2,1,1,2,3,5,14,2,4,3
25187,4,1,8,6,7,3,14,1,3,3
18090,3,1,5,1,6,5,13,2,4,4
18548,3,2,2,1,7,6,13,1,4,5
23310,3,1,6,5,4,6,14,2,5,2
1381,3,2,7,3,7,2,-1,1,4,1
1149,3,2,1,8,1,7,-1,0,5,1
5402,3,2,1,2,7,1,8,0,4,6
20488,4,2,6,2,2,8,13,0,6,6
23884,3,2,4,8,5,3,14,2,2,5
8947,3,2,4,6,1,6,10,0,4,3
27699,1,1,2,8,5,4,16,3,4,4
9884,4,3,5,5,3,6,10,2,3,2
19391,3,3,7,3,7,6,13,1,4,3
9157,3,3,3,5,6,1,10,0,3,4
18430,3,2,1,3,3,6,13,2,4,3
23618,3,1,8,6,7,3,14,1,4,3
2629,4,3,8,7,7,8,-1,0,5,1
19434,3,3,8,6,5,5,13,3,2,3
27120,3,1,6,2,6,6,15,2,5,4
26944,3,1,3,6,3,4,15,2,3,2
4962,4,3,6,5,1,4,7,0,3,5
23023,3,1,3,4,8,6,14,0,5,5
20498,4,2,6,2,6,6,13,2,4,4
14615,3,2,6,5,5,2,12,1,2,3
18200,3,1,5,8,7,6,13,1,5,2
9495,4,2,3,7,8,3,10,0,4,5
13283,2,1,1,5,1,8,12,0,7,3
23204,3,1,5,6,2,3,14,1,2,3
16767,1,1,1,7,6,2,13,1,5,5
26092,2,1,2,6,6,5,15,2,4,4
13300,2,1,1,8,8,3,12,0,6,7
24243,4,1,1,6,3,3,14,2,2,3
20963,1,1,1,5,6,3,14,2,5,5
14177,3,2,1,1,1,4,12,0,2,3
4919,4,3,4,8,2,3,7,1,2,5
22800,3,1,1,8,3,8,14,0,7,2
415,2,1,5,7,6,7,-1,1,6,1
27315,3,2,6,6,4,4,15,3,2,2
21603,2,1,3,4,3,7,14,1,6,3
11849,4,1,6,7,2,2,11,1,2,5
9156,3,3,3,5,5,4,10,3,2,2
4100,4,2,1,5,6,1,6,0,2,5
6057,4,3,3,5,7,2,8,1,3,4
18459,3,2,1,4,5,5,13,3,3,4
27409,4,1,3,2,4,3,15,2,2,1
6262,4,4,1,6,3,1,8,0,3,5
12962,4,4,2,4,7,5,11,1,3,5
18443,3,2,1,3,7,5,13,1,4,6
8039,4,4,3,2,8,5,9,0,4,5
13579,2,2,1,5,7,3,12,1,5,6
19114,3,2,8,2,7,7,13,1,5,5
25876,1,1,6,5,5,2,15,1,4,3
5096,4,4,5,3,1,1,7,0,3,4
4243,4,2,7,6,8,2,6,0,4,4
13842,3,1,1,8,1,3,12,0,2,5
9153,3,3,3,5,4,1,10,0,2,4
16536,4,3,7,4,3,5,12,2,2,4
8142,4,4,4,7,8,3,9,0,4,4
12059,4,2,4,5,7,6,11,1,4,3
20413,4,2,5,1,4,4,13,3,2,3
6847,2,2,7,3,4,1,9,0,2,3
15290,4,1,4,7,8,4,12,0,4,4
7397,4,1,3,5,2,1,9,0,2,4
8329,1,1,2,3,5,1,10,0,4,3
14292,3,2,2,5,6,6,12,2,4,4
4414,4,3,7,7,1,2,6,0,3,6
4932,4,3,5,5,1,3,7,0,3,4
3635,4,2,6,3,8,1,5,0,4,2
20721,4,2,8,1,4,7,13,1,5,6
18457,3,2,1,4,4,7,13,1,5,3
21698,2,1,4,3,8,7,14,0,6,4
4495,1,1,3,2,5,1,7,0,4,2
9604,4,2,6,3,7,5,10,1,3,2
10909,3,1,4,7,8,8,11,0,7,4
3310,4,2,5,8,2,1,4,0,2,7
17612,2,2,2,5,7,5,13,1,5,5
21764,2,1,5,3,4,6,14,2,5,3
12261,4,2,8,1,8,4,11,0,4,3
18585,3,2,2,3,7,5,13,1,4,5
26071,2,1,2,3,7,4,15,1,5,5
15359,4,1,5,7,1,4,12,0,3,4
6917,3,1,2,6,7,1,9,0,4,5
12559,4,3,4,4,4,7,11,1,4,3
27159,3,1,6,7,3,4,15,2,3,3
17061,2,1,2,5,7,7,13,1,6,5
22897,3,1,2,4,5,6,14,2,5,3
22749,3,1,1,6,5,4,14,3,3,4
9964,4,3,6,7,8,5,10,0,4,2
10095,4,4,2,1,6,3,10,2,2,4
13765,2,2,7,7,4,2,12,1,2,5
16290,4,3,3,8,3,5,12,2,2,3
22857,3,1,2,2,5,7,14,1,6,5
24450,4,1,2,7,6,3,14,2,2,4
24469,4,1,2,8,6,3,14,2,2,5
2075,4,2,3,4,4,4,-1,3,2,1
25130,4,1,8,4,1,4,14,0,3,7
4577,3,1,5,3,6,1,7,0,3,2
9885,4,3,5,5,3,7,10,1,4,2
13948,3,1,4,6,3,8,12,0,7,2
18502,3,2,1,7,8,4,13,0,5,7
7556,4,3,1,3,1,7,9,0,4,4
27401,4,1,3,1,5,3,15,2,2,2
23358,3,1,7,2,3,3,14,2,2,4
9608,4,2,6,3,8,3,10,0,4,2
21175,1,1,6,1,3,2,14,1,2,3
6232,4,3,8,7,6,1,8,0,2,6
3472,4,1,2,3,6,2,5,1,2,4
3174,3,3,7,3,1,1,3,0,2,6
8652,2,2,6,3,4,1,10,0,2,2
23380,3,1,7,3,4,3,14,2,2,3
20592,4,2,7,2,3,6,13,2,4,4
1610,3,3,8,6,7,5,-1,1,4,1
15681,4,2,4,4,6,7,12,1,5,3
3407,4,3,7,3,3,1,4,0,2,4
25858,1,1,5,8,5,3,15,2,4,5
18369,3,1,8,8,1,7,13,0,6,7
23441,3,1,7,7,1,5,14,0,4,6
26335,2,1,5,2,4,4,15,3,3,2
26307,2,1,4,7,4,3,15,2,2,4
18234,3,1,6,6,5,1,13,0,2,5
16982,2,1,1,2,6,8,13,0,7,6
1134,3,2,1,5,1,4,-1,0,2,1
21496,2,1,2,4,4,8,14,0,7,4
17862,3,1,1,5,2,8,13,0,7,3
10562,2,1,4,8,1,4,11,0,3,4
24331,4,1,2,1,2,6,14,1,5,5
26854,3,1,2,2,3,6,15,2,5,4
14347,3,2,3,6,3,8,12,0,6,2
6601,4,4,8,8,3,2,8,1,2,6
18287,3,1,7,6,5,8,13,0,7,2
3753,4,3,4,4,1,1,5,0,3,3
4347,4,3,5,3,7,1,6,0,3,2
11503,3,3,5,2,8,8,11,0,5,6
11497,3,3,5,2,7,2,11,1,4,2
22689,3,1,1,3,5,7,14,1,6,4
10957,3,1,6,1,7,5,11,1,4,4
17804,2,2,8,2,8,7,13,0,6,5
9042,3,2,8,3,1,5,10,0,3,7
3299,4,2,5,3,2,1,4,0,2,3
19835,4,1,7,1,1,5,13,0,4,6
17540,2,1,8,8,2,7,13,1,6,6
2621,4,3,8,5,8,6,-1,0,4,1
4445,4,4,2,2,4,1,6,0,3,2
799,3,1,2,5,1,4,-1,0,3,1
1187,3,2,2,8,3,8,-1,0,6,1
1054,3,1,7,4,7,5,-1,1,4,1
286,2,1,3,5,3,6,-1,2,5,1
26789,2,2,7,6,7,4,15,1,5,2
8941,3,2,4,4,3,7,10,1,5,3
8904,3,2,3,7,5,8,10,0,6,2
3266,4,2,1,3,1,1,4,0,3,2
12461,4,3,2,6,4,8,11,0,5,2
14172,3,1,8,8,8,2,12,0,5,6
24539,4,1,3,3,7,3,14,1,3,4
6986,3,1,7,7,8,2,9,0,5,5
11881,4,1,7,5,6,1,11,0,2,4
4395,4,3,7,1,8,5,6,0,4,4
12395,4,3,1,8,4,8,11,0,5,3
21462,2,1,1,8,7,4,14,1,5,6
19886,4,1,8,1,1,7,13,0,6,7
7985,4,4,2,3,8,3,9,0,4,6
20080,4,2,1,8,4,6,13,2,4,3
21765,2,1,5,3,5,6,14,2,5,3
5073,4,4,3,3,8,2,7,0,4,5
6749,2,1,7,8,8,4,9,0,6,4
14581,3,2,5,8,7,5,12,1,4,3
21952,2,1,7,2,4,2,14,1,2,3
22808,3,1,1,8,5,4,14,3,3,4
25372,4,2,4,1,5,4,14,3,2,3
7534,4,2,7,7,4,8,9,0,6,3
900,3,1,4,6,5,6,-1,2,5,1
21214,1,1,7,5,7,2,14,1,6,3
21036,1,1,3,3,8,3,14,0,7,5
10522,2,1,3,8,8,2,11,0,6,6
18284,3,1,7,6,4,7,13,1,6,3
23583,3,1,8,4,5,4,14,3,3,3
11735,4,1,4,3,1,7,11,0,6,4
24115,4,1,1,1,2,5,14,1,4,4
9591,4,2,6,2,7,6,10,1,4,4
15623,4,2,3,3,7,3,12,1,3,4
2790,4,4,8,7,7,6,-1,1,3,1
15810,4,2,5,7,7,3,12,1,3,4
281,2,1,3,4,4,5,-1,3,4,1
9731,4,3,1,8,1,3,10,0,3,5
13827,3,1,1,5,7,3,12,1,4,6
24428,4,1,2,5,4,3,14,2,2,2
19225,3,3,1,3,6,5,13,2,3,5
22514,2,2,7,2,7,5,14,1,5,3
196,1,1,8,7,8,6,-1,0,7,1
21453,2,1,1,8,5,6,14,2,5,4
27649,4,1,7,7,5,5,15,3,4,2
27257,3,1,7,7,3,5,15,2,4,4
8092,4,4,3,8,8,5,9,0,4,5
10978,3,1,6,2,8,5,11,0,5,3
5043,4,3,8,6,8,1,7,0,4,5
21289,2,1,1,1,3,8,14,0,7,7
14606,3,2,6,3,8,3,12,0,5,2
16355,4,3,4,8,5,6,12,2,3,2
1551,3,3,7,3,6,3,-1,2,3,1
20637,4,2,7,4,3,5,13,2,3,4
15198,4,1,2,7,8,4,12,0,4,6
4974,4,3,6,7,2,3,7,1,2,4
19068,3,2,7,8,3,8,13,0,6,4
4284,4,3,2,7,1,3,6,0,3,4
12088,4,2,4,8,2,5,11,1,3,3
10448,2,1,1,4,5,2,11,1,3,4
19689,4,1,5,1,6,5,13,2,4,4
8825,3,1,8,7,8,1,10,0,5,6
9428,4,2,1,6,8,3,10,0,4,7
9405,4,1,8,6,7,1,10,0,3,5
18274,3,1,7,5,2,7,13,1,6,5
338,2,1,4,5,4,4,-1,3,3,1
7919,4,4,1,3,6,2,9,1,2,5
27989,2,1,4,6,6,6,16,2,5,2
14834,3,3,1,8,8,7,12,0,5,7
14395,3,2,4,5,7,5,12,1,4,3
2940,3,1,8,6,1,1,2,0,2,7
140,1,1,7,4,7,3,-1,1,6,1
15058,3,3,7,5,7,3,12,1,4,2
13494,2,1,7,1,5,1,12,0,3,2
11049,3,1,8,2,1,6,11,0,5,7
441,2,1,6,3,7,3,-1,1,5,1
15153,4,1,1,6,1,3,12,0,3,3
5688,3,3,7,7,8,3,8,0,5,4
22517,2,2,7,3,7,7,14,1,5,4
363,2,1,4,8,5,8,-1,0,7,1
20078,4,2,1,8,3,7,13,1,5,2
9702,4,3,1,3,1,5,10,0,3,2
23681,3,2,1,3,5,3,14,2,2,4
16485,4,3,7,1,7,4,12,1,3,3
1070,3,1,7,6,7,7,-1,1,6,1
13730,2,2,6,5,8,8,12,0,6,3
14762,3,2,8,7,8,3,12,0,5,4
13547,2,1,8,6,1,8,12,0,7,7
20081,4,2,1,8,4,7,13,1,5,3
15880,4,2,7,5,4,6,12,2,4,3
11511,3,3,5,4,6,6,11,2,3,2
27111,3,1,6,2,4,3,15,2,2,2
12782,4,3,7,6,5,8,11,0,5,2
11492,3,3,5,1,8,6,11,0,5,5
8163,4,4,5,1,8,7,9,0,4,6
6367,4,4,5,1,2,1,8,0,3,3
279,2,1,3,4,4,3,-1,2,2,1
8892,3,2,3,5,7,3,10,1,4,4
16893,1,1,6,4,7,7,13,1,6,3
20358,4,2,3,8,7,7,13,1,5,4
2631,4,3,8,7,8,8,-1,0,5,1
22889,3,1,2,3,7,7,14,1,6,5
24266,4,1,1,7,1,5,14,0,4,2
13310,2,1,2,6,8,8,12,0,7,6
5757,4,1,6,4,8,2,8,0,4,2
2051,4,2,2,6,1,6,-1,0,4,1
24746,4,1,5,6,1,5,14,0,4,4
10185,4,4,4,8,7,3,10,1,3,5
4984,4,3,7,1,2,3,7,1,2,5
13857,3,1,2,4,2,8,12,0,7,4
22118,2,1,8,4,7,7,14,1,6,3
12398,4,3,1,8,7,7,11,1,4,6
2857,3,2,6,4,1,1,1,0,2,5
9874,4,3,5,4,7,7,10,1,4,3
16040,4,3,1,3,7,5,12,1,3,6
8414,2,1,1,7,6,8,10,0,7,5
22770,3,1,1,7,3,7,14,1,6,2
15367,4,1,5,8,1,4,12,0,3,4
18170,3,1,5,6,5,8,13,0,7,2
8128,4,4,4,6,5,1,9,0,3,5
17041,2,1,2,2,2,7,13,1,6,5
13267,1,1,8,4,6,1,12,0,5,3
21754,2,1,5,2,5,5,14,3,4,3
27995,2,1,4,7,6,5,16,2,4,2
25180,4,1,8,6,5,4,14,3,3,3
6973,3,1,7,2,8,5,9,0,5,3
5266,2,2,7,1,8,7,8,0,6,6
7369,4,1,1,4,2,2,9,1,2,2
10151,4,4,3,7,7,3,10,1,3,4
5974,4,3,1,7,7,8,8,0,5,6
1582,3,3,7,7,7,6,-1,1,4,1
27383,4,1,2,7,6,7,15,1,6,4
6178,4,3,6,6,1,5,8,0,3,5
757,3,1,1,3,1,2,-1,0,2,1
22512,2,2,7,2,6,6,14,2,4,4
26136,2,1,2,8,6,4,15,2,4,4
4034,4,1,3,4,8,3,6,0,4,5
102,1,1,6,4,7,5,-1,1,6,1
20433,4,2,5,5,3,7,13,1,5,2
18729,3,2,3,8,3,4,13,2,2,4
27343,4,1,2,3,3,5,15,2,4,2
12070,4,2,4,6,2,8,11,0,6,2
13456,2,1,6,3,2,8,12,0,7,5
24011,3,2,7,7,3,7,14,1,5,4
26690,2,2,2,3,5,3,15,2,3,3
16430,4,3,6,3,6,7,12,1,4,4
22606,3,1,1,1,2,5,14,1,4,4
10636,2,1,7,8,1,3,11,0,2,6
3375,4,3,2,6,1,2,4,0,3,4
22043,2,1,7,8,7,2,14,1,5,6
9648,4,2,6,8,7,3,10,1,3,5
16794,1,1,3,1,7,2,13,1,6,4
15727,4,2,5,1,6,5,12,2,3,4
6923,3,1,2,7,7,1,9,0,4,6
3605,4,2,4,6,2,2,5,1,2,4
14597,3,2,6,2,1,4,12,0,2,5
8246,4,4,6,5,8,5,9,0,4,2
12364,4,3,1,5,3,6,11,2,3,2
18153,3,1,5,4,4,8,13,0,7,4
19871,4,1,7,6,5,7,13,1,6,2
1888,4,1,6,8,6,7,-1,1,6,1
19143,3,2,8,4,4,7,13,1,5,4
3184,4,1,6,2,2,1,3,0,2,4
11540,3,3,5,8,7,2,11,1,4,6
4205,4,2,4,8,7,1,6,0,3,7
1302,3,2,5,8,4,7,-1,1,5,1
13935,3,1,4,5,5,1,12,0,2,4
23892,3,2,5,6,3,5,14,2,3,2
10028,4,3,8,2,2,8,10,0,5,6
9283,4,1,1,2,7,2,10,1,3,6
17756,2,2,5,7,6,4,13,2,4,3
21826,2,1,5,7,1,7,14,0,6,4
6420,4,4,5,7,8,2,8,0,4,5
15743,4,2,5,2,6,3,12,2,2,1
25374,4,2,4,1,6,3,14,2,2,2
18108,3,1,5,2,6,5,13,2,4,3
16154,4,3,2,3,6,5,12,2,2,4
26085,2,1,2,6,4,3,15,2,2,3
15709,4,2,4,7,8,7,12,0,5,4
12582,4,3,4,5,6,5,11,2,2,2
8339,1,1,3,3,4,1,10,0,3,2
16090,4,3,1,8,5,5,12,3,2,4
26743,2,2,6,2,6,4,15,2,4,2
7838,4,3,6,7,7,4,9,1,3,3
25412,4,2,6,3,4,5,14,3,3,2
192,1,1,8,6,8,5,-1,0,7,1
15194,4,1,2,5,8,8,12,0,7,6
17165,2,1,4,6,2,4,13,1,3,2
7705,4,3,4,4,2,5,9,1,2,2
1339,3,2,6,5,6,4,-1,2,3,1
4104,4,2,1,6,2,1,6,0,2,5
24894,4,1,7,1,2,6,14,1,5,5
27142,3,1,6,6,3,4,15,2,3,3
1403,3,2,7,6,6,6,-1,2,4,1
6445,4,4,6,3,4,1,8,0,3,2
25226,4,1,8,8,3,4,14,2,3,5
11487,3,3,5,1,6,6,11,2,3,5
1530,3,3,6,5,7,6,-1,1,4,1
4994,4,3,7,3,5,1,7,0,2,2
9009,3,2,6,7,1,3,10,0,2,5
1279,3,2,5,5,4,5,-1,3,3,1
21855,2,1,5,8,4,6,14,2,5,2
8868,3,2,2,5,7,2,10,1,4,5
6522,4,4,7,4,6,1,8,0,3,3
17794,2,2,7,5,7,2,13,1,5,3
2014,4,2,1,7,1,8,-1,0,6,1
19405,3,3,7,8,5,3,13,2,2,5
9856,4,3,5,4,2,4,10,1,2,3
26826,2,2,8,7,5,3,15,2,3,4
15776,4,2,5,4,3,6,12,2,4,2
9486,4,2,3,7,1,3,10,0,3,4
11130,3,2,3,6,8,7,11,0,5,5
19431,3,3,8,4,6,5,13,2,3,2
2964,3,2,5,1,1,2,2,0,2,4
27660,4,1,7,8,5,6,15,2,5,2
27029,3,1,4,4,4,6,15,2,5,2
2565,4,3,7,4,7,3,-1,1,3,1
12957,4,4,2,4,6,3,11,2,2,4
19445,3,3,8,7,7,4,13,1,4,3
13573,2,2,1,2,6,2,12,1,4,5
14912,3,3,3,4,7,5,12,1,4,4
7892,4,3,8,7,7,2,9,1,3,5
2801,3,1,1,8,1,1,0,0,2,7
3236,4,1,4,2,1,1,4,0,3,3
14921,3,3,3,6,5,3,12,2,2,3
27357,4,1,2,6,4,5,15,3,4,2
23407,3,1,7,4,4,8,14,0,7,4
13674,2,2,5,6,8,7,12,0,6,3
8449,2,1,3,3,1,3,10,0,2,2
16987,2,1,1,2,8,6,13,0,6,7
9228,3,3,6,1,8,5,10,0,5,4
13305,2,1,2,5,6,2,12,1,4,4
8546,2,1,7,8,4,1,10,0,2,7
9910,4,3,5,8,8,6,10,0,4,3
16158,4,3,2,3,7,4,12,1,3,5
10380,1,1,6,3,4,1,11,0,3,2
5089,4,4,4,3,8,1,7,0,4,4
19394,3,3,7,4,5,5,13,3,2,2
16025,4,3,1,3,2,6,12,1,3,3
26864,3,1,2,2,6,4,15,2,3,4
16846,1,1,4,8,5,1,13,0,4,7
4922,4,3,5,1,7,1,7,0,3,2
4642,3,2,4,3,8,2,7,0,5,4
10871,3,1,4,1,2,8,11,0,7,7
18155,3,1,5,4,5,8,13,0,7,4
24536,4,1,3,3,6,6,14,2,5,3
24631,4,1,4,5,5,8,14,0,7,3
5577,3,3,1,3,5,1,8,0,2,4
14549,3,2,5,7,6,3,12,2,3,4
10359,1,1,4,3,4,1,11,0,3,2
6640,2,1,1,7,7,1,9,0,5,6
13570,2,2,1,1,8,8,12,0,6,7
12282,4,2,8,3,8,8,11,0,6,5
26404,2,1,6,4,5,6,15,2,5,2
27046,3,1,4,6,7,5,15,1,4,3
26600,2,1,8,2,5,3,15,2,3,3
19088,3,2,8,1,6,6,13,2,4,5
18764,3,2,4,2,7,4,13,1,4,3
3471,4,1,2,2,7,1,5,0,3,5
14496,3,2,5,3,7,8,12,0,6,5
17839,3,1,1,1,8,3,13,0,5,7
5286,3,1,2,1,1,5,8,0,4,4
2608,4,3,8,3,7,3,-1,1,3,1
9693,4,3,1,1,1,6,10,0,3,5
19172,3,2,8,6,1,6,13,0,4,7
23556,3,1,8,3,5,5,14,3,4,3
4398,4,3,7,2,2,2,6,1,2,5
23963,3,2,7,1,4,4,14,3,2,3
2573,4,3,7,5,7,4,-1,1,3,1
15134,4,1,1,2,8,7,12,0,6,7
19444,3,3,8,7,6,6,13,2,3,2
26279,2,1,4,3,4,7,15,1,6,4
27502,4,1,5,6,3,6,15,2,5,2
23071,3,1,4,2,7,5,14,1,4,3
27050,3,1,4,7,4,5,15,3,4,2
11456,3,3,4,1,6,2,11,1,3,2
11614,3,3,8,1,8,3,11,0,5,2
9754,4,3,2,6,7,8,10,0,5,5
19104,3,2,8,2,5,4,13,3,2,3
10667,2,2,1,5,8,3,11,0,6,7
13022,4,4,4,1,7,6,11,1,3,5
26671,2,1,8,7,7,4,15,1,5,3
9534,4,2,4,7,8,3,10,0,4,4
15803,4,2,5,7,1,7,12,0,5,4
8565,2,1,8,7,4,1,10,0,2,6
27419,4,1,3,2,6,5,15,2,4,3
12752,4,3,6,8,2,5,11,1,2,4
13812,3,1,1,2,2,8,12,0,7,6
24213,4,1,1,4,3,8,14,0,7,4
1042,3,1,7,3,6,2,-1,1,3,1
19109,3,2,8,2,6,7,13,1,5,5
14780,3,3,1,1,7,5,12,1,4,6
22485,2,2,6,7,5,2,14,1,3,5
22862,3,1,2,2,7,4,14,1,4,5
24383,4,1,2,3,4,8,14,0,7,5
11684,4,1,3,2,2,3,11,1,2,1
15627,4,2,3,5,7,6,12,1,4,4
3337,4,2,7,4,1,1,4,0,3,6
12092,4,2,4,8,3,4,11,2,2,4
19818,4,1,6,5,3,4,13,2,3,3
16368,4,3,5,4,4,6,12,2,3,2
24449,4,1,2,7,2,4,14,1,3,3
22919,3,1,2,5,4,4,14,3,3,2
27253,3,1,7,6,7,2,15,1,4,4
7682,4,3,3,7,7,3,9,1,3,4
24099,3,3,6,6,6,4,14,2,3,2
18988,3,2,7,2,6,8,13,0,6,6
9422,4,2,1,4,8,7,10,0,5,7
24415,4,1,2,4,7,5,14,1,4,5
16283,4,3,3,6,7,4,12,1,3,4
2889,4,3,2,3,3,1,1,0,2,2
6458,4,4,6,5,2,1,8,0,3,4
21004,1,1,2,5,6,4,14,2,5,4
15816,4,2,5,8,2,3,12,1,2,5
6843,2,2,7,1,8,8,9,0,6,7
4356,4,3,5,6,1,2,6,0,3,4
17400,2,1,6,6,6,1,13,0,4,5
22421,2,2,4,8,6,3,14,2,4,5
4427,4,3,8,2,2,2,6,1,2,6
8368,1,1,7,2,8,8,10,0,7,6
16375,4,3,5,7,5,5,12,3,2,2
12220,4,2,6,6,7,4,11,1,3,2
